,support,itemsets
762,0.11,"frozenset({96, 7})"
763,0.19,"frozenset({97, 7})"
764,0.18,"frozenset({98, 7})"
765,0.15,"frozenset({99, 7})"
766,0.14,"frozenset({100, 7})"
767,0.07,"frozenset({8, 9})"
768,0.06,"frozenset({8, 10})"
769,0.06,"frozenset({8, 12})"
770,0.1,"frozenset({8, 13})"
771,0.09,"frozenset({8, 14})"
772,0.09,"frozenset({8, 15})"
773,0.05,"frozenset({16, 8})"
774,0.11,"frozenset({8, 17})"
775,0.12,"frozenset({8, 18})"
776,0.12,"frozenset({8, 19})"
777,0.09,"frozenset({8, 20})"
778,0.07,"frozenset({8, 21})"
779,0.07,"frozenset({8, 22})"
780,0.08,"frozenset({8, 23})"
781,0.07,"frozenset({24, 8})"
782,0.08,"frozenset({8, 25})"
783,0.08,"frozenset({8, 27})"
784,0.06,"frozenset({8, 28})"
785,0.11,"frozenset({8, 29})"
786,0.06,"frozenset({8, 30})"
787,0.07,"frozenset({8, 31})"
788,0.06,"frozenset({8, 33})"
789,0.09,"frozenset({8, 34})"
790,0.06,"frozenset({8, 35})"
791,0.09,"frozenset({8, 37})"
792,0.06,"frozenset({8, 38})"
793,0.11,"frozenset({8, 39})"
794,0.16,"frozenset({40, 8})"
795,0.07,"frozenset({8, 41})"
796,0.12,"frozenset({8, 42})"
797,0.11,"frozenset({8, 43})"
798,0.1,"frozenset({8, 44})"
799,0.09,"frozenset({8, 45})"
800,0.09,"frozenset({8, 46})"
801,0.09,"frozenset({8, 47})"
802,0.1,"frozenset({48, 8})"
803,0.1,"frozenset({8, 49})"
804,0.08,"frozenset({8, 50})"
805,0.09,"frozenset({8, 51})"
806,0.09,"frozenset({8, 52})"
807,0.09,"frozenset({8, 53})"
808,0.09,"frozenset({8, 54})"
809,0.06,"frozenset({8, 55})"
810,0.12,"frozenset({8, 57})"
811,0.09,"frozenset({8, 58})"
812,0.11,"frozenset({8, 59})"
813,0.1,"frozenset({8, 60})"
814,0.12,"frozenset({8, 61})"
815,0.07,"frozenset({8, 62})"
816,0.08,"frozenset({8, 63})"
817,0.11,"frozenset({64, 8})"
818,0.07,"frozenset({8, 65})"
819,0.05,"frozenset({8, 66})"
820,0.08,"frozenset({8, 68})"
821,0.12,"frozenset({8, 69})"
822,0.11,"frozenset({8, 70})"
823,0.08,"frozenset({8, 71})"
824,0.08,"frozenset({72, 8})"
825,0.08,"frozenset({8, 73})"
826,0.06,"frozenset({8, 74})"
827,0.06,"frozenset({8, 75})"
828,0.11,"frozenset({8, 76})"
829,0.14,"frozenset({8, 77})"
830,0.1,"frozenset({8, 78})"
831,0.05,"frozenset({8, 79})"
832,0.08,"frozenset({80, 8})"
833,0.07,"frozenset({8, 81})"
834,0.05,"frozenset({8, 82})"
835,0.07,"frozenset({8, 83})"
836,0.11,"frozenset({8, 84})"
837,0.09,"frozenset({8, 85})"
838,0.09,"frozenset({8, 86})"
839,0.05,"frozenset({8, 87})"
840,0.08,"frozenset({88, 8})"
841,0.07,"frozenset({8, 89})"
842,0.09,"frozenset({8, 90})"
843,0.07,"frozenset({8, 91})"
844,0.06,"frozenset({8, 92})"
845,0.1,"frozenset({8, 93})"
846,0.12,"frozenset({8, 94})"
847,0.05,"frozenset({8, 95})"
848,0.05,"frozenset({96, 8})"
849,0.11,"frozenset({8, 97})"
850,0.05,"frozenset({8, 98})"
851,0.09,"frozenset({8, 99})"
852,0.12,"frozenset({8, 100})"
853,0.08,"frozenset({9, 10})"
854,0.08,"frozenset({9, 11})"
855,0.05,"frozenset({9, 12})"
856,0.09,"frozenset({9, 13})"
857,0.15,"frozenset({9, 14})"
858,0.1,"frozenset({9, 15})"
859,0.08,"frozenset({16, 9})"
860,0.1,"frozenset({9, 17})"
861,0.1,"frozenset({9, 18})"
862,0.06,"frozenset({9, 19})"
863,0.09,"frozenset({9, 20})"
864,0.1,"frozenset({9, 21})"
865,0.1,"frozenset({9, 22})"
866,0.11,"frozenset({9, 23})"
867,0.15,"frozenset({24, 9})"
868,0.09,"frozenset({9, 25})"
869,0.06,"frozenset({9, 26})"
870,0.07,"frozenset({9, 27})"
871,0.07,"frozenset({9, 28})"
872,0.1,"frozenset({9, 29})"
873,0.11,"frozenset({9, 30})"
874,0.08,"frozenset({9, 31})"
875,0.08,"frozenset({32, 9})"
876,0.12,"frozenset({9, 33})"
877,0.13,"frozenset({9, 34})"
878,0.08,"frozenset({9, 35})"
879,0.07,"frozenset({9, 36})"
880,0.07,"frozenset({9, 37})"
881,0.1,"frozenset({9, 39})"
882,0.15,"frozenset({40, 9})"
883,0.05,"frozenset({9, 41})"
884,0.09,"frozenset({9, 42})"
885,0.15,"frozenset({9, 43})"
886,0.12,"frozenset({9, 44})"
887,0.11,"frozenset({9, 45})"
888,0.1,"frozenset({9, 46})"
889,0.14,"frozenset({9, 47})"
890,0.1,"frozenset({48, 9})"
891,0.13,"frozenset({9, 49})"
892,0.07,"frozenset({9, 50})"
893,0.06,"frozenset({9, 51})"
894,0.08,"frozenset({9, 52})"
895,0.12,"frozenset({9, 53})"
896,0.1,"frozenset({9, 54})"
897,0.08,"frozenset({9, 55})"
898,0.06,"frozenset({56, 9})"
899,0.09,"frozenset({9, 57})"
900,0.09,"frozenset({9, 58})"
901,0.1,"frozenset({9, 59})"
902,0.06,"frozenset({9, 60})"
903,0.11,"frozenset({9, 61})"
904,0.09,"frozenset({9, 62})"
905,0.15,"frozenset({9, 63})"
906,0.05,"frozenset({64, 9})"
907,0.07,"frozenset({65, 9})"
908,0.05,"frozenset({9, 66})"
909,0.1,"frozenset({9, 67})"
910,0.09,"frozenset({9, 68})"
911,0.11,"frozenset({9, 69})"
912,0.15,"frozenset({9, 70})"
913,0.09,"frozenset({9, 71})"
914,0.12,"frozenset({72, 9})"
915,0.08,"frozenset({73, 9})"
916,0.14,"frozenset({9, 74})"
917,0.1,"frozenset({9, 75})"
918,0.17,"frozenset({9, 76})"
919,0.09,"frozenset({9, 77})"
920,0.09,"frozenset({9, 78})"
921,0.09,"frozenset({9, 79})"
922,0.08,"frozenset({81, 9})"
923,0.08,"frozenset({9, 82})"
924,0.11,"frozenset({9, 84})"
925,0.13,"frozenset({9, 85})"
926,0.12,"frozenset({9, 86})"
927,0.05,"frozenset({9, 87})"
928,0.14,"frozenset({88, 9})"
929,0.06,"frozenset({89, 9})"
930,0.09,"frozenset({9, 90})"
931,0.08,"frozenset({9, 91})"
932,0.12,"frozenset({9, 92})"
933,0.11,"frozenset({9, 93})"
934,0.13,"frozenset({9, 94})"
935,0.1,"frozenset({9, 95})"
936,0.1,"frozenset({96, 9})"
937,0.16,"frozenset({9, 97})"
938,0.12,"frozenset({9, 98})"
939,0.11,"frozenset({9, 99})"
940,0.14,"frozenset({9, 100})"
941,0.06,"frozenset({10, 11})"
942,0.08,"frozenset({10, 12})"
943,0.09,"frozenset({10, 13})"
944,0.16,"frozenset({10, 14})"
945,0.1,"frozenset({10, 15})"
946,0.07,"frozenset({16, 10})"
947,0.11,"frozenset({17, 10})"
948,0.11,"frozenset({10, 18})"
949,0.13,"frozenset({10, 19})"
950,0.07,"frozenset({10, 20})"
951,0.14,"frozenset({10, 21})"
952,0.1,"frozenset({10, 22})"
953,0.08,"frozenset({10, 23})"
954,0.15,"frozenset({24, 10})"
955,0.13,"frozenset({25, 10})"
956,0.11,"frozenset({10, 26})"
957,0.12,"frozenset({10, 27})"
958,0.07,"frozenset({10, 28})"
959,0.06,"frozenset({10, 29})"
960,0.1,"frozenset({10, 30})"
961,0.11,"frozenset({10, 31})"
962,0.07,"frozenset({32, 10})"
963,0.05,"frozenset({33, 10})"
964,0.11,"frozenset({10, 34})"
965,0.08,"frozenset({10, 35})"
966,0.13,"frozenset({10, 36})"
967,0.1,"frozenset({10, 37})"
968,0.14,"frozenset({10, 38})"
969,0.14,"frozenset({10, 39})"
970,0.16,"frozenset({40, 10})"
971,0.13,"frozenset({41, 10})"
972,0.11,"frozenset({10, 42})"
973,0.11,"frozenset({10, 43})"
974,0.08,"frozenset({10, 44})"
975,0.08,"frozenset({10, 45})"
976,0.12,"frozenset({10, 46})"
977,0.15,"frozenset({10, 47})"
978,0.14,"frozenset({48, 10})"
979,0.13,"frozenset({49, 10})"
980,0.13,"frozenset({10, 50})"
981,0.05,"frozenset({10, 51})"
982,0.1,"frozenset({10, 52})"
983,0.09,"frozenset({10, 53})"
984,0.1,"frozenset({10, 54})"
985,0.1,"frozenset({10, 55})"
986,0.11,"frozenset({56, 10})"
987,0.09,"frozenset({57, 10})"
988,0.09,"frozenset({10, 58})"
989,0.09,"frozenset({10, 59})"
990,0.07,"frozenset({10, 60})"
991,0.17,"frozenset({10, 61})"
992,0.11,"frozenset({10, 62})"
993,0.11,"frozenset({10, 63})"
994,0.08,"frozenset({64, 10})"
995,0.09,"frozenset({65, 10})"
996,0.07,"frozenset({66, 10})"
997,0.08,"frozenset({10, 67})"
998,0.09,"frozenset({10, 68})"
999,0.14,"frozenset({10, 69})"
1000,0.14,"frozenset({10, 70})"
1001,0.1,"frozenset({10, 71})"
1002,0.1,"frozenset({72, 10})"
1003,0.08,"frozenset({73, 10})"
1004,0.15,"frozenset({74, 10})"
1005,0.11,"frozenset({10, 75})"
1006,0.17,"frozenset({10, 76})"
1007,0.09,"frozenset({10, 77})"
1008,0.12,"frozenset({10, 78})"
1009,0.14,"frozenset({10, 79})"
1010,0.06,"frozenset({80, 10})"
1011,0.09,"frozenset({81, 10})"
1012,0.07,"frozenset({82, 10})"
1013,0.09,"frozenset({10, 83})"
1014,0.08,"frozenset({10, 84})"
1015,0.08,"frozenset({10, 85})"
1016,0.12,"frozenset({10, 86})"
1017,0.1,"frozenset({10, 87})"
1018,0.14,"frozenset({88, 10})"
1019,0.09,"frozenset({89, 10})"
1020,0.13,"frozenset({90, 10})"
1021,0.09,"frozenset({10, 91})"
1022,0.08,"frozenset({10, 92})"
1023,0.14,"frozenset({10, 93})"
1024,0.09,"frozenset({10, 94})"
1025,0.12,"frozenset({10, 95})"
1026,0.06,"frozenset({96, 10})"
1027,0.11,"frozenset({97, 10})"
1028,0.13,"frozenset({10, 98})"
1029,0.1,"frozenset({10, 99})"
1030,0.07,"frozenset({10, 100})"
1031,0.08,"frozenset({11, 12})"
1032,0.1,"frozenset({11, 13})"
1033,0.18,"frozenset({11, 14})"
1034,0.06,"frozenset({11, 15})"
1035,0.09,"frozenset({16, 11})"
1036,0.1,"frozenset({17, 11})"
1037,0.13,"frozenset({18, 11})"
1038,0.09,"frozenset({19, 11})"
1039,0.15,"frozenset({11, 20})"
1040,0.09,"frozenset({11, 21})"
1041,0.16,"frozenset({11, 22})"
1042,0.11,"frozenset({11, 23})"
1043,0.14,"frozenset({24, 11})"
1044,0.08,"frozenset({25, 11})"
1045,0.1,"frozenset({26, 11})"
1046,0.12,"frozenset({27, 11})"
1047,0.1,"frozenset({11, 28})"
1048,0.09,"frozenset({11, 29})"
1049,0.14,"frozenset({11, 30})"
1050,0.14,"frozenset({11, 31})"
1051,0.06,"frozenset({32, 11})"
1052,0.08,"frozenset({33, 11})"
1053,0.11,"frozenset({34, 11})"
1054,0.09,"frozenset({35, 11})"
1055,0.06,"frozenset({11, 36})"
1056,0.12,"frozenset({11, 37})"
1057,0.07,"frozenset({11, 38})"
1058,0.12,"frozenset({11, 39})"
1059,0.15,"frozenset({40, 11})"
1060,0.08,"frozenset({41, 11})"
1061,0.07,"frozenset({42, 11})"
1062,0.06,"frozenset({43, 11})"
1063,0.1,"frozenset({11, 44})"
1064,0.12,"frozenset({11, 45})"
1065,0.14,"frozenset({11, 46})"
1066,0.13,"frozenset({11, 47})"
1067,0.08,"frozenset({48, 11})"
1068,0.17,"frozenset({49, 11})"
1069,0.08,"frozenset({50, 11})"
1070,0.07,"frozenset({51, 11})"
1071,0.1,"frozenset({11, 52})"
1072,0.07,"frozenset({11, 53})"
1073,0.1,"frozenset({11, 54})"
1074,0.09,"frozenset({11, 55})"
1075,0.07,"frozenset({56, 11})"
1076,0.13,"frozenset({57, 11})"
1077,0.14,"frozenset({58, 11})"
1078,0.11,"frozenset({59, 11})"
1079,0.11,"frozenset({11, 60})"
1080,0.09,"frozenset({11, 61})"
1081,0.15,"frozenset({11, 62})"
1082,0.12,"frozenset({11, 63})"
1083,0.15,"frozenset({64, 11})"
1084,0.09,"frozenset({65, 11})"
1085,0.1,"frozenset({66, 11})"
1086,0.13,"frozenset({67, 11})"
1087,0.13,"frozenset({11, 68})"
1088,0.11,"frozenset({11, 69})"
1089,0.13,"frozenset({11, 70})"
1090,0.11,"frozenset({11, 71})"
1091,0.1,"frozenset({72, 11})"
1092,0.09,"frozenset({73, 11})"
1093,0.09,"frozenset({74, 11})"
1094,0.12,"frozenset({75, 11})"
1095,0.14,"frozenset({11, 76})"
1096,0.15,"frozenset({11, 77})"
1097,0.08,"frozenset({11, 78})"
1098,0.07,"frozenset({11, 79})"
1099,0.07,"frozenset({80, 11})"
1100,0.13,"frozenset({81, 11})"
1101,0.09,"frozenset({82, 11})"
1102,0.09,"frozenset({83, 11})"
1103,0.07,"frozenset({11, 84})"
1104,0.09,"frozenset({11, 85})"
1105,0.08,"frozenset({11, 86})"
1106,0.1,"frozenset({11, 87})"
1107,0.1,"frozenset({88, 11})"
1108,0.13,"frozenset({89, 11})"
1109,0.11,"frozenset({90, 11})"
1110,0.09,"frozenset({91, 11})"
1111,0.07,"frozenset({11, 92})"
1112,0.11,"frozenset({11, 93})"
1113,0.13,"frozenset({11, 94})"
1114,0.11,"frozenset({11, 95})"
1115,0.1,"frozenset({96, 11})"
1116,0.14,"frozenset({97, 11})"
1117,0.12,"frozenset({98, 11})"
1118,0.13,"frozenset({99, 11})"
1119,0.1,"frozenset({11, 100})"
1120,0.1,"frozenset({12, 13})"
1121,0.08,"frozenset({12, 14})"
1122,0.07,"frozenset({12, 15})"
1123,0.09,"frozenset({17, 12})"
1124,0.07,"frozenset({18, 12})"
1125,0.09,"frozenset({19, 12})"
1126,0.06,"frozenset({20, 12})"
1127,0.07,"frozenset({12, 21})"
1128,0.08,"frozenset({12, 22})"
1129,0.07,"frozenset({24, 12})"
1130,0.09,"frozenset({25, 12})"
1131,0.06,"frozenset({26, 12})"
1132,0.06,"frozenset({27, 12})"
1133,0.08,"frozenset({28, 12})"
1134,0.05,"frozenset({12, 29})"
1135,0.05,"frozenset({12, 30})"
1136,0.1,"frozenset({12, 31})"
1137,0.06,"frozenset({32, 12})"
1138,0.06,"frozenset({34, 12})"
1139,0.1,"frozenset({35, 12})"
1140,0.1,"frozenset({12, 37})"
1141,0.06,"frozenset({12, 38})"
1142,0.11,"frozenset({12, 39})"
1143,0.12,"frozenset({40, 12})"
1144,0.07,"frozenset({41, 12})"
1145,0.09,"frozenset({42, 12})"
1146,0.09,"frozenset({43, 12})"
1147,0.08,"frozenset({44, 12})"
1148,0.09,"frozenset({12, 45})"
1149,0.08,"frozenset({12, 46})"
1150,0.08,"frozenset({12, 47})"
1151,0.07,"frozenset({48, 12})"
1152,0.15,"frozenset({49, 12})"
1153,0.12,"frozenset({50, 12})"
1154,0.08,"frozenset({52, 12})"
1155,0.06,"frozenset({12, 53})"
1156,0.09,"frozenset({12, 54})"
1157,0.1,"frozenset({12, 55})"
1158,0.07,"frozenset({56, 12})"
1159,0.11,"frozenset({57, 12})"
1160,0.07,"frozenset({58, 12})"
1161,0.1,"frozenset({59, 12})"
1162,0.11,"frozenset({60, 12})"
1163,0.12,"frozenset({12, 61})"
1164,0.09,"frozenset({12, 62})"
1165,0.11,"frozenset({12, 63})"
1166,0.09,"frozenset({64, 12})"
1167,0.06,"frozenset({65, 12})"
1168,0.07,"frozenset({66, 12})"
1169,0.08,"frozenset({67, 12})"
1170,0.08,"frozenset({68, 12})"
1171,0.14,"frozenset({12, 69})"
1172,0.1,"frozenset({12, 70})"
1173,0.07,"frozenset({12, 71})"
1174,0.08,"frozenset({74, 12})"
1175,0.06,"frozenset({75, 12})"
1176,0.1,"frozenset({76, 12})"
1177,0.09,"frozenset({12, 77})"
1178,0.08,"frozenset({12, 78})"
1179,0.1,"frozenset({12, 79})"
1180,0.08,"frozenset({80, 12})"
1181,0.08,"frozenset({81, 12})"
1182,0.05,"frozenset({82, 12})"
1183,0.06,"frozenset({83, 12})"
1184,0.07,"frozenset({84, 12})"
1185,0.1,"frozenset({12, 85})"
1186,0.08,"frozenset({12, 86})"
1187,0.06,"frozenset({88, 12})"
1188,0.07,"frozenset({89, 12})"
1189,0.09,"frozenset({90, 12})"
1190,0.06,"frozenset({91, 12})"
1191,0.1,"frozenset({12, 93})"
1192,0.12,"frozenset({12, 94})"
1193,0.09,"frozenset({12, 95})"
1194,0.13,"frozenset({97, 12})"
1195,0.11,"frozenset({98, 12})"
1196,0.09,"frozenset({99, 12})"
1197,0.11,"frozenset({100, 12})"
1198,0.13,"frozenset({13, 14})"
1199,0.1,"frozenset({13, 15})"
1200,0.11,"frozenset({16, 13})"
1201,0.15,"frozenset({17, 13})"
1202,0.1,"frozenset({18, 13})"
1203,0.1,"frozenset({19, 13})"
1204,0.11,"frozenset({20, 13})"
1205,0.11,"frozenset({21, 13})"
1206,0.1,"frozenset({13, 22})"
1207,0.11,"frozenset({13, 23})"
1208,0.09,"frozenset({24, 13})"
1209,0.1,"frozenset({25, 13})"
1210,0.08,"frozenset({26, 13})"
1211,0.08,"frozenset({27, 13})"
1212,0.05,"frozenset({28, 13})"
1213,0.06,"frozenset({29, 13})"
1214,0.09,"frozenset({13, 30})"
1215,0.1,"frozenset({13, 31})"
1216,0.1,"frozenset({33, 13})"
1217,0.14,"frozenset({34, 13})"
1218,0.08,"frozenset({35, 13})"
1219,0.08,"frozenset({36, 13})"
1220,0.12,"frozenset({37, 13})"
1221,0.09,"frozenset({13, 38})"
1222,0.13,"frozenset({13, 39})"
1223,0.17,"frozenset({40, 13})"
1224,0.12,"frozenset({42, 13})"
1225,0.11,"frozenset({43, 13})"
1226,0.08,"frozenset({44, 13})"
1227,0.1,"frozenset({45, 13})"
1228,0.06,"frozenset({13, 46})"
1229,0.1,"frozenset({13, 47})"
1230,0.06,"frozenset({48, 13})"
1231,0.13,"frozenset({49, 13})"
1232,0.12,"frozenset({50, 13})"
1233,0.05,"frozenset({51, 13})"
1234,0.09,"frozenset({52, 13})"
1235,0.06,"frozenset({53, 13})"
1236,0.08,"frozenset({13, 54})"
1237,0.06,"frozenset({13, 55})"
1238,0.06,"frozenset({56, 13})"
1239,0.12,"frozenset({57, 13})"
1240,0.13,"frozenset({58, 13})"
1241,0.11,"frozenset({59, 13})"
1242,0.08,"frozenset({60, 13})"
1243,0.12,"frozenset({61, 13})"
1244,0.11,"frozenset({13, 62})"
1245,0.1,"frozenset({13, 63})"
1246,0.1,"frozenset({64, 13})"
1247,0.07,"frozenset({65, 13})"
1248,0.08,"frozenset({66, 13})"
1249,0.06,"frozenset({67, 13})"
1250,0.12,"frozenset({68, 13})"
1251,0.12,"frozenset({69, 13})"
1252,0.1,"frozenset({13, 70})"
1253,0.07,"frozenset({13, 71})"
1254,0.06,"frozenset({72, 13})"
1255,0.08,"frozenset({73, 13})"
1256,0.09,"frozenset({74, 13})"
1257,0.08,"frozenset({75, 13})"
1258,0.12,"frozenset({76, 13})"
1259,0.1,"frozenset({77, 13})"
1260,0.11,"frozenset({13, 78})"
1261,0.08,"frozenset({13, 79})"
1262,0.08,"frozenset({80, 13})"
1263,0.09,"frozenset({81, 13})"
1264,0.07,"frozenset({82, 13})"
1265,0.08,"frozenset({83, 13})"
1266,0.11,"frozenset({84, 13})"
1267,0.1,"frozenset({85, 13})"
1268,0.09,"frozenset({13, 86})"
1269,0.07,"frozenset({13, 87})"
1270,0.11,"frozenset({88, 13})"
1271,0.07,"frozenset({89, 13})"
1272,0.13,"frozenset({90, 13})"
1273,0.05,"frozenset({91, 13})"
1274,0.05,"frozenset({92, 13})"
1275,0.07,"frozenset({93, 13})"
1276,0.15,"frozenset({13, 94})"
1277,0.09,"frozenset({13, 95})"
1278,0.09,"frozenset({96, 13})"
1279,0.12,"frozenset({97, 13})"
1280,0.14,"frozenset({98, 13})"
1281,0.13,"frozenset({99, 13})"
1282,0.12,"frozenset({100, 13})"
1283,0.12,"frozenset({14, 15})"
1284,0.16,"frozenset({16, 14})"
1285,0.17,"frozenset({17, 14})"
1286,0.2,"frozenset({18, 14})"
1287,0.12,"frozenset({19, 14})"
1288,0.14,"frozenset({20, 14})"
1289,0.17,"frozenset({21, 14})"
1290,0.16,"frozenset({22, 14})"
1291,0.13,"frozenset({14, 23})"
1292,0.16,"frozenset({24, 14})"
1293,0.1,"frozenset({25, 14})"
1294,0.13,"frozenset({26, 14})"
1295,0.16,"frozenset({27, 14})"
1296,0.14,"frozenset({28, 14})"
1297,0.12,"frozenset({29, 14})"
1298,0.16,"frozenset({30, 14})"
1299,0.13,"frozenset({14, 31})"
1300,0.11,"frozenset({32, 14})"
1301,0.15,"frozenset({33, 14})"
1302,0.15,"frozenset({34, 14})"
1303,0.1,"frozenset({35, 14})"
1304,0.14,"frozenset({36, 14})"
1305,0.14,"frozenset({37, 14})"
1306,0.12,"frozenset({38, 14})"
1307,0.12,"frozenset({14, 39})"
1308,0.17,"frozenset({40, 14})"
1309,0.09,"frozenset({41, 14})"
1310,0.19,"frozenset({42, 14})"
1311,0.17,"frozenset({43, 14})"
1312,0.1,"frozenset({44, 14})"
1313,0.15,"frozenset({45, 14})"
1314,0.15,"frozenset({46, 14})"
1315,0.13,"frozenset({14, 47})"
1316,0.14,"frozenset({48, 14})"
1317,0.21,"frozenset({49, 14})"
1318,0.12,"frozenset({50, 14})"
1319,0.12,"frozenset({51, 14})"
1320,0.12,"frozenset({52, 14})"
1321,0.13,"frozenset({53, 14})"
1322,0.16,"frozenset({54, 14})"
1323,0.14,"frozenset({14, 55})"
1324,0.11,"frozenset({56, 14})"
1325,0.14,"frozenset({57, 14})"
1326,0.16,"frozenset({58, 14})"
1327,0.16,"frozenset({59, 14})"
1328,0.14,"frozenset({60, 14})"
1329,0.18,"frozenset({61, 14})"
1330,0.15,"frozenset({62, 14})"
1331,0.13,"frozenset({14, 63})"
1332,0.15,"frozenset({64, 14})"
1333,0.12,"frozenset({65, 14})"
1334,0.09,"frozenset({66, 14})"
1335,0.17,"frozenset({67, 14})"
1336,0.16,"frozenset({68, 14})"
1337,0.16,"frozenset({69, 14})"
1338,0.17,"frozenset({70, 14})"
1339,0.12,"frozenset({14, 71})"
1340,0.14,"frozenset({72, 14})"
1341,0.15,"frozenset({73, 14})"
1342,0.15,"frozenset({74, 14})"
1343,0.17,"frozenset({75, 14})"
1344,0.2,"frozenset({76, 14})"
1345,0.18,"frozenset({77, 14})"
1346,0.13,"frozenset({78, 14})"
1347,0.1,"frozenset({14, 79})"
1348,0.09,"frozenset({80, 14})"
1349,0.19,"frozenset({81, 14})"
1350,0.08,"frozenset({82, 14})"
1351,0.1,"frozenset({83, 14})"
1352,0.14,"frozenset({84, 14})"
1353,0.14,"frozenset({85, 14})"
1354,0.12,"frozenset({86, 14})"
1355,0.13,"frozenset({14, 87})"
1356,0.23,"frozenset({88, 14})"
1357,0.12,"frozenset({89, 14})"
1358,0.14,"frozenset({90, 14})"
1359,0.1,"frozenset({91, 14})"
1360,0.12,"frozenset({92, 14})"
1361,0.16,"frozenset({93, 14})"
1362,0.14,"frozenset({94, 14})"
1363,0.15,"frozenset({14, 95})"
1364,0.1,"frozenset({96, 14})"
1365,0.16,"frozenset({97, 14})"
1366,0.15,"frozenset({98, 14})"
1367,0.17,"frozenset({99, 14})"
1368,0.11,"frozenset({100, 14})"
1369,0.07,"frozenset({16, 15})"
1370,0.13,"frozenset({17, 15})"
1371,0.11,"frozenset({18, 15})"
1372,0.09,"frozenset({19, 15})"
1373,0.11,"frozenset({20, 15})"
1374,0.1,"frozenset({21, 15})"
1375,0.1,"frozenset({22, 15})"
1376,0.11,"frozenset({23, 15})"
1377,0.08,"frozenset({24, 15})"
1378,0.11,"frozenset({25, 15})"
1379,0.07,"frozenset({26, 15})"
1380,0.09,"frozenset({27, 15})"
1381,0.09,"frozenset({28, 15})"
1382,0.07,"frozenset({29, 15})"
1383,0.09,"frozenset({30, 15})"
1384,0.09,"frozenset({31, 15})"
1385,0.06,"frozenset({32, 15})"
1386,0.11,"frozenset({33, 15})"
1387,0.16,"frozenset({34, 15})"
1388,0.06,"frozenset({35, 15})"
1389,0.08,"frozenset({36, 15})"
1390,0.08,"frozenset({37, 15})"
1391,0.05,"frozenset({38, 15})"
1392,0.1,"frozenset({15, 39})"
1393,0.11,"frozenset({40, 15})"
1394,0.07,"frozenset({41, 15})"
1395,0.13,"frozenset({42, 15})"
1396,0.12,"frozenset({43, 15})"
1397,0.13,"frozenset({44, 15})"
1398,0.05,"frozenset({45, 15})"
1399,0.1,"frozenset({46, 15})"
1400,0.1,"frozenset({15, 47})"
1401,0.11,"frozenset({48, 15})"
1402,0.12,"frozenset({49, 15})"
1403,0.12,"frozenset({50, 15})"
1404,0.1,"frozenset({51, 15})"
1405,0.07,"frozenset({52, 15})"
1406,0.12,"frozenset({53, 15})"
1407,0.1,"frozenset({54, 15})"
1408,0.09,"frozenset({15, 55})"
1409,0.07,"frozenset({56, 15})"
1410,0.1,"frozenset({57, 15})"
1411,0.1,"frozenset({58, 15})"
1412,0.12,"frozenset({59, 15})"
1413,0.1,"frozenset({60, 15})"
1414,0.13,"frozenset({61, 15})"
1415,0.06,"frozenset({62, 15})"
1416,0.13,"frozenset({15, 63})"
1417,0.06,"frozenset({64, 15})"
1418,0.1,"frozenset({65, 15})"
1419,0.05,"frozenset({66, 15})"
1420,0.06,"frozenset({67, 15})"
1421,0.12,"frozenset({68, 15})"
1422,0.12,"frozenset({69, 15})"
1423,0.09,"frozenset({70, 15})"
1424,0.07,"frozenset({15, 71})"
1425,0.06,"frozenset({72, 15})"
1426,0.1,"frozenset({73, 15})"
1427,0.11,"frozenset({74, 15})"
1428,0.08,"frozenset({75, 15})"
1429,0.1,"frozenset({76, 15})"
1430,0.09,"frozenset({77, 15})"
1431,0.08,"frozenset({78, 15})"
1432,0.09,"frozenset({15, 79})"
1433,0.07,"frozenset({80, 15})"
1434,0.1,"frozenset({81, 15})"
1435,0.08,"frozenset({82, 15})"
1436,0.08,"frozenset({83, 15})"
1437,0.1,"frozenset({84, 15})"
1438,0.1,"frozenset({85, 15})"
1439,0.09,"frozenset({86, 15})"
1440,0.06,"frozenset({15, 87})"
1441,0.13,"frozenset({88, 15})"
1442,0.07,"frozenset({89, 15})"
1443,0.07,"frozenset({90, 15})"
1444,0.07,"frozenset({91, 15})"
1445,0.09,"frozenset({92, 15})"
1446,0.12,"frozenset({93, 15})"
1447,0.14,"frozenset({94, 15})"
1448,0.07,"frozenset({15, 95})"
1449,0.08,"frozenset({96, 15})"
1450,0.11,"frozenset({97, 15})"
1451,0.09,"frozenset({98, 15})"
1452,0.09,"frozenset({99, 15})"
1453,0.11,"frozenset({100, 15})"
1454,0.12,"frozenset({16, 17})"
1455,0.13,"frozenset({16, 18})"
1456,0.11,"frozenset({16, 19})"
1457,0.1,"frozenset({16, 20})"
1458,0.1,"frozenset({16, 21})"
1459,0.15,"frozenset({16, 22})"
1460,0.09,"frozenset({16, 23})"
1461,0.1,"frozenset({24, 16})"
1462,0.06,"frozenset({16, 25})"
1463,0.08,"frozenset({16, 26})"
1464,0.09,"frozenset({16, 27})"
1465,0.05,"frozenset({16, 28})"
1466,0.11,"frozenset({16, 29})"
1467,0.1,"frozenset({16, 30})"
1468,0.09,"frozenset({16, 31})"
1469,0.06,"frozenset({32, 16})"
1470,0.09,"frozenset({16, 33})"
1471,0.11,"frozenset({16, 34})"
1472,0.07,"frozenset({16, 35})"
